years_since_founded,funding_rounds,funding_total_usd,milestones,has_invested_other_companies,description,last_raised_amount_usd,last_funding_participants_cnt,category_code,last_funding_round_type,is_ipo_or_acquired
9.0,5,33185428.0,2.0,0,Untangle named in Lead411's Hottest Silicon Valley Companies list Untangle named in Lead411's Hottest Silicon Valley Companies list Untangle named in Lead411's Hottest Silicon Valley Companies list Untangle announces release of Untangle 7.4,,1,software,angel,0
2.0,1,2000000.0,1.0,0,nan,2000000.0,2,ecommerce,series-a,0
2.0,2,1950000.0,2.0,0,nan,1100000.0,1,web,series-a,0
0.0,1,,1.0,0,nan,,1,mobile,angel,0
1.0,2,7749996.0,2.0,0,nan,1749996.0,0,social,series-a,0
1.0,1,650000.0,3.0,0,"Urbita, The Pinterest For Cities, Blows Past 10M Unique Visitors In August With Mobile Site Launch",650000.0,0,web,angel,0
1.0,1,250000.0,2.0,0,UrGift is available on the AppStore,250000.0,0,mobile,angel,0
8.0,1,9100000.0,,0,nan,9100000.0,0,web,other,0
6.0,1,3000000.0,1.0,0,nan,3000000.0,1,web,venture,0
4.0,2,1800000.0,3.0,0,"UserVoice recognized as one of the Hottest San Francisco Companies by Lead411  UserVoice launches iPhone SDK, Facebook Page App, and new API.",800000.0,7,software,series-a,0
6.0,1,,1.0,0,nan,,2,software,venture,0
6.0,3,60100000.0,4.0,0,"Broadcasting made simple: Ustream unveils their first mobile broadcast app Ustream wins 2009 Webby People's Voice for Most Viral Video for Shiba Inu Puppy Cam Softbank invests $75 million in Ustream Ustream wins 2010 Webby People's Voice Award for Best Use of Mobile Video Ustream Inc. announced joint venture with Softbank Corp for Ustream Asia. This is a significant milestone for the company as it cements the long-term commitment for the broader Asian market. Ustream recognized as one of the ""Hottest Silicon Valley Companies"" by Lead411 Ustream Live Mobilizer, a turnkey solution enabling artists, teams, brands, and companies to easily reach their audience and fans on-the-go. 

A highly customizable app empowers artists to engage their fans with compelling content, including:

    * A Ustream have a site redesign. moving over to the colour blue.",1700000.0,6,games_video,series-a,0
1.0,1,2000000.0,,0,nan,2000000.0,1,software,series-a,0
,1,4000000.0,1.0,0,nan,4000000.0,1,mobile,series-a,0
,1,5000000.0,1.0,0,nan,5000000.0,4,ecommerce,series-a,0
,1,1300000.0,,0,nan,1300000.0,2,software,series-a,0
2.0,1,6000000.0,,0,nan,6000000.0,1,software,series-a,0
3.0,2,22000000.0,1.0,0,nan,10000000.0,2,mobile,series-a,0
12.0,1,,4.0,0,Vast recognized as one of the Hottest San Francisco Companies by Lead411 ,,2,ecommerce,series-a,0
13.0,2,24000000.0,,0,nan,12000000.0,3,software,series-c+,0
2.0,2,600000.0,2.0,0,nan,250000.0,0,messaging,venture,0
,1,6000000.0,,0,nan,6000000.0,0,web,private-equity,0
4.0,1,2500000.0,1.0,0,nan,2500000.0,2,mobile,series-a,0
4.0,1,25000000.0,,0,nan,25000000.0,0,analytics,venture,0
9.0,2,20250000.0,3.0,0,"Selected as a 2010 Top 100 North America Company Named One of the ï¿?Best Places to Work in Los Angelesï¿? By Los Angeles Business Journal Appoints Nick Hedges as President and Chief Executive Officer Ranked as one of the Fastest Growing Companies in North America on Deloitteï¿?s 2011 Technology Fast 500, October 2011 Recognized as #2 Best Place to Work by Los Angeles Business Journal Named One of the Fastest Growing Companies in North America on Deloitteï¿?s 2012 Technology Fast 500 Nick Hedges Named Among the ï¿?50 Most Influential People in Sales Lead Managementï¿? Nick Hedges named one of the ï¿?50 Most Influential People in Sales Managementï¿? Dial-IQ receives CUSTOMER Magazineï¿?s 2013 ï¿?Product of the Yearï¿? Wins 2013 LEADER Awards from LeadsCouncil Wins Stevie Awards for Sales Technology Partner of the Year Launches Express to Brings Big Business Sales Capabilities to Small Business Sales CRM",5250000.0,1,software,series-a,0
13.0,1,2000000.0,1.0,0,nan,2000000.0,1,software,series-a,0
13.0,1,15000000.0,,0,nan,15000000.0,5,software,series-c+,1
16.0,5,10000000.0,1.0,0,nan,,0,mobile,series-a,0
2.0,1,700000.0,2.0,0,nan,700000.0,3,search,series-a,0
7.0,1,8300000.0,3.0,0,Veodia Partners With Jive Software and Announces Plug-In,8300000.0,2,games_video,series-a,0
2.0,2,462000.0,1.0,0,nan,362000.0,0,software,other,0
7.0,1,190000.0,,0,nan,190000.0,0,games_video,other,0
,4,10379997.0,,0,nan,2130000.0,1,software,series-a,0
14.0,6,46799996.0,,0,nan,1300000.0,1,software,angel,0
1.0,1,800000.0,3.0,0,Don Pitt Added as VP of Marketing,800000.0,10,mobile,angel,0
10.0,1,17000000.0,,0,nan,17000000.0,1,games_video,venture,0
0.0,1,1000000.0,1.0,0,Veristorm's zDoop 1.0 is the first product in the market to bring the benefits of the Hadoop ecosystem to IBMï¿? System zï¿? customers. Itï¿?s the first product to avoid the complex Extract Transform Load (ETL) process and leverage existing investments in,1000000.0,0,software,angel,0
3.0,1,200000.0,,0,nan,200000.0,1,web,angel,0
5.0,1,12700000.0,,0,nan,12700000.0,3,software,series-b,0
2.0,1,710710.0,,0,nan,710710.0,0,software,angel,0
7.0,3,24500000.0,2.0,0,nan,7000000.0,1,mobile,venture,0
8.0,5,65000000.0,3.0,0,nan,,1,ecommerce,venture,0
1.0,1,100000.0,,0,nan,100000.0,1,social,venture,0
1.0,1,600000.0,,0,nan,600000.0,1,social,angel,0
,1,1284427.0,1.0,0,nan,1284427.0,0,security,angel,0
10.0,1,12000000.0,1.0,0,nan,12000000.0,4,software,series-b,0
5.0,1,4570840.0,1.0,0,nan,4570840.0,0,mobile,venture,0
8.0,4,10500000.0,2.0,0,nan,800000.0,0,analytics,other,0
9.0,5,37600000.0,3.0,0,Vindicia named in Lead411's Hottest Silicon Valley Companies list,1000000.0,0,analytics,series-a,0
10.0,4,10600000.0,2.0,0,nan nan,1500000.0,0,ecommerce,other,0
2.0,1,900000.0,2.0,0,nan,900000.0,0,software,angel,0
,1,3000000.0,,0,nan,3000000.0,0,software,venture,0
,1,147000.0,,0,nan,147000.0,0,software,venture,0
1.0,1,750000.0,2.0,0,nan,750000.0,1,web,angel,0
,1,1300000.0,,0,nan,1300000.0,0,software,angel,0
17.0,4,156000000.0,,0,nan,70000000.0,7,mobile,venture,0
2.0,2,4300000.0,3.0,0,Visually Launches Its New Cloud-Based Collaborative Project Center,2000000.0,11,analytics,series-a,0
1.0,1,1000000.0,1.0,0,nan,1000000.0,1,games_video,angel,0
2.0,2,3100000.0,1.0,0,nan,1000000.0,2,software,series-b,0
13.0,1,500000.0,,0,nan,500000.0,1,games_video,angel,0
,1,2000000.0,2.0,0,Viva Vision Secures $5 M in Funding Viva Vision Gets $5M - SoCaltech.com,2000000.0,1,web,venture,0
4.0,1,3000398.0,,0,nan,3000398.0,0,software,series-a,0
5.0,3,16000000.0,1.0,0,nan,4000000.0,1,software,series-a,0
6.0,1,3500000.0,1.0,0,nan,3500000.0,1,software,series-a,0
,2,1336137.0,,0,nan,690000.0,0,software,venture,0
8.0,1,10000000.0,,0,nan,10000000.0,8,web,series-a,0
,2,3873000.0,1.0,0,"VOICE ASSIST, Inc. (MUEX) - Announces Closing of Transaction with SpeechPhone, LLC",1200000.0,0,messaging,venture,0
4.0,1,,2.0,0,nan,,2,mobile,angel,0
6.0,1,650000.0,,0,nan,650000.0,0,web,venture,0
1.0,1,767000.0,3.0,0,"Vokle is honored to be the chosen platform that Richard Branson, Imogen Heap Used For The Live4Pakistan Online Pakistan Relief Fundraiser ",767000.0,2,messaging,angel,0
10.0,2,27000000.0,1.0,0,nan,15000000.0,5,security,series-c+,1
1.0,1,200000.0,,0,nan,200000.0,0,analytics,angel,0
5.0,1,995000.0,2.0,0,nan,995000.0,0,mobile,venture,0
0.0,1,1600000.0,2.0,0,nan,1600000.0,6,mobile,series-a,0
6.0,1,30000000.0,3.0,0,"Voxer for Android is available now Walkie-Talkie App Voxer Popular With Investors, Too, Raising $15M to $20M At Up To $300M Valuation",30000000.0,8,mobile,series-c+,0
13.0,1,5500000.0,1.0,0,nan,5500000.0,1,mobile,series-b,0
3.0,3,930000.0,1.0,0,nan,250000.0,0,mobile,angel,0
4.0,1,725000.0,,0,nan,725000.0,0,web,other,0
2.0,2,8500000.0,2.0,0,nan,2000000.0,16,mobile,series-a,0
,1,1500000.0,1.0,0,nan,1500000.0,13,search,series-a,0
5.0,3,34000000.0,4.0,0,nan,2000000.0,1,games_video,series-a,1
8.0,4,40800000.0,2.0,0,nan,7500000.0,3,software,series-a,1
1.0,1,,1.0,0,nan,,1,mobile,angel,0
2.0,1,1200000.0,1.0,0,nan,1200000.0,2,mobile,angel,0
1.0,1,7000000.0,1.0,0,nan,7000000.0,1,mobile,series-a,0
3.0,2,14000000.0,2.0,0,nan,3000000.0,10,web,venture,0
12.0,1,50000.0,1.0,0,nan,50000.0,1,ecommerce,angel,0
15.0,1,70000.0,,0,nan,70000.0,0,ecommerce,other,0
0.0,1,1300000.0,2.0,0,nan,1300000.0,0,web,private-equity,0
1.0,1,5000000.0,3.0,0,Company launch.,5000000.0,4,games_video,series-a,0
8.0,1,3700000.0,,0,nan,3700000.0,0,software,series-a,0
4.0,3,6350000.0,2.0,0,nan,900000.0,4,software,angel,0
2.0,1,2000000.0,1.0,0,nan,2000000.0,0,web,series-a,0
1.0,1,1000000.0,1.0,0,nan,1000000.0,0,mobile,angel,0
4.0,1,3000000.0,2.0,0,nan,3000000.0,1,games_video,series-a,0
6.0,1,,1.0,0,nan,,3,social,series-a,0
1.0,1,11000000.0,,0,nan,11000000.0,3,analytics,series-b,0
,1,200000.0,1.0,0,"Raised $200K in seed funding Hired Peter Andruszkiewicz, Vice President of Business Development & Sales",200000.0,0,software,angel,0
1.0,2,,2.0,0,nan,,1,software,angel,0
3.0,1,2000000.0,2.0,0,fbFundee and demoing of app at Facebook HQ. Acquired by Webtab Inc. Featured in Thrillist SF.  iPhone app goes live.  Featured on AdMaven Featured on VentureBeat Featured on MobileCrunch Featured on New York Times,2000000.0,0,mobile,venture,0
1.0,1,1000000.0,1.0,0,nan,1000000.0,2,mobile,angel,1
,1,,1.0,0,nan,,2,mobile,angel,0
0.0,1,225000.0,,0,nan,225000.0,3,web,angel,0
2.0,1,,1.0,0,nan,,3,ecommerce,angel,0
7.0,3,670000.0,,0,nan,20000.0,2,web,angel,0
2.0,1,30000.0,2.0,0,Weedwall.com Beta Launch,30000.0,0,social,angel,0
1.0,1,240000.0,2.0,0,nan,240000.0,5,social,angel,0
3.0,1,1000000.0,2.0,0,nan,1000000.0,8,web,venture,0
3.0,4,5138986.0,,0,nan,,0,games_video,angel,0
2.0,1,,2.0,0,nan,,3,mobile,venture,0
5.0,5,20650000.0,3.0,0,WePay Announces New iOS App to Accept Credit Cards,,2,software,angel,0
4.0,1,8000000.0,2.0,0,nan,8000000.0,1,messaging,venture,1
,1,100000.0,,0,nan,100000.0,1,mobile,angel,0
1.0,1,30000.0,,0,nan,30000.0,4,social,angel,0
1.0,2,24000000.0,2.0,0,nan,3000000.0,3,social,series-a,0
10.0,5,49900000.0,1.0,0,nan,3500000.0,1,security,venture,0
2.0,2,1600000.0,2.0,0,nan,400000.0,0,web,angel,0
,1,2200000.0,1.0,0,nan,2200000.0,0,mobile,series-a,0
,1,1750000.0,,0,nan,1750000.0,2,web,series-a,0
1.0,1,360726.0,,0,nan,360726.0,0,social,venture,0
8.0,1,5109529.0,,0,nan,5109529.0,0,mobile,venture,0
7.0,4,24800000.0,4.0,0,nan,,2,web,angel,0
,1,300000.0,1.0,0,nan,300000.0,0,web,angel,0
7.0,1,2500000.0,2.0,0,nan,2500000.0,1,web,series-a,0
3.0,1,2500000.0,3.0,0,Aquired by Zynga for an estimated $3.8 Million.,2500000.0,2,mobile,series-a,1
3.0,3,2100000.0,3.0,0,nan,50000.0,1,mobile,angel,1
9.0,1,1880000.0,1.0,0,nan,1880000.0,1,games_video,series-a,0
5.0,1,1600000.0,,0,nan,1600000.0,0,games_video,other,0
7.0,1,4500000.0,,0,nan,4500000.0,4,software,series-b,0
1.0,1,,2.0,0,nan,,3,ecommerce,angel,0
2.0,1,3200000.0,1.0,0,nan,3200000.0,2,ecommerce,series-a,0
5.0,1,,,0,nan,,1,games_video,series-a,0
3.0,1,11000000.0,2.0,0,nan,11000000.0,1,social,series-a,0
8.0,1,188000.0,2.0,0,Added Etsy as a Partner Added Dropbox integration Added Shoeboxed as a Partner Added Zipmark as a Partner,188000.0,1,software,venture,1
15.0,2,55171635.0,1.0,0,nan,23000000.0,4,software,series-b,0
6.0,1,250000.0,2.0,0,"WorkSimple Announces White Label Employee Performance Management Software 

PEOs, HROs, and HR consultants can now offer a branded employee performance management solution to small and midsize businesses. WorkSimple's White-Label Employee Performance Ma WorkSimple Rolls Out December â€™10 Release

December â€™10 release delivers more employee performance power, more visibility into team, department and company goals, and breakthrough user-experience  WorkSimpleâ€™s new self-service goal planning and performance management feature is the fastest way for teams, departments and small- to mid-sized businesses to drive employee performance management in the cloud. The software eliminates implementation com WorkSimple Defines the Business Goal Software Era

WorkSimple is the first platform to make goals social, transparent, and collaborative. Managers at all levels now have a platform to build a results-driven workforce around their business goals. A bette WorkSimple Redefines Business Performance with Jan â€™11 Release

January â€™11 release delivers an improved user interface to drive engagement on goals so managers and employees can get up and running in minutes, introduces the concept of Business Goal WorkSimple Unveils Social Goal Management Software

Social networking has forever changed the way people communicate--and it's worked its way into the enterprise with social collaboration platforms that aim to drive greater productivity. But until now,  WorkSimple makes Social Goals available to every company of every size in every nation. Starting today, any employee can sign up for Social Goals free at GetWorkSimple.com. WorkSimple, The Social Goals Management Company, today announced the public availability of Social Goals, empowering every company to create a free, private social network to publish, share, and track goals.

With Social Goals, any company can collabora Salesforce.com and WorkSimple Drive the Future of Social Performance",250000.0,2,social,series-a,0
5.0,1,4000000.0,3.0,0,nan,4000000.0,2,ecommerce,series-b,0
2.0,2,800000.0,2.0,0,nan,,1,software,angel,0
13.0,2,8505000.0,5.0,0,"WorldMate API launches with over 50 developers onboard CWT Acquires WorldMate, Leader in Mobile Travel Technology CWT Acquires WorldMate, Leader in Mobile Travel Technology",8000000.0,1,mobile,series-c+,1
3.0,2,2000000.0,,0,nan,1500000.0,1,web,venture,0
4.0,4,7700000.0,2.0,0,nan,1000000.0,0,web,angel,0
2.0,3,25500000.0,3.0,0,Social Gifting App Wrapp Hits 1 Million Users (Because People Like Free Stuff),5500000.0,2,web,series-a,0
2.0,1,20000.0,,0,nan,20000.0,0,mobile,venture,0
8.0,3,20500000.0,,0,nan,4000000.0,1,software,venture,0
10.0,2,10000000.0,1.0,0,nan,10000000.0,2,software,series-b,0
2.0,2,28000000.0,3.0,0,Added John Connors as a board member Acquired LessPainful,12000000.0,3,software,series-a,0
7.0,2,21700000.0,2.0,0,Announced $11M in funding from HighBar Partners with participation from Citrix,10700000.0,2,software,series-b,0
6.0,3,38000000.0,1.0,0,nan,6000000.0,3,software,series-a,0
1.0,1,170000.0,,0,nan,170000.0,0,web,angel,0
16.0,1,2000000.0,,0,nan,2000000.0,4,software,series-c+,1
2.0,1,1000000.0,,0,nan,1000000.0,1,games_video,angel,0
2.0,1,200000.0,1.0,0,nan,200000.0,0,mobile,angel,0
9.0,5,95850000.0,2.0,0,nan,16250000.0,2,mobile,series-b,0
,2,7500000.0,,0,nan nan,3000000.0,0,search,other,0
11.0,3,78029000.0,3.0,0,24/7 cash pickup in Philippines announced through partnership with M. Lhuillier,20029000.0,7,ecommerce,series-c+,1
7.0,1,8000000.0,1.0,0,nan,8000000.0,3,software,series-b,0
14.0,2,28400000.0,1.0,0,nan,5400000.0,1,software,venture,1
2.0,1,950000.0,,0,nan,950000.0,0,social,angel,0
1.0,1,90000.0,1.0,0,nan,90000.0,0,social,angel,0
1.0,2,1700000.0,2.0,0,App 1.0 launched in iTunes,500000.0,0,mobile,angel,0
,1,,1.0,0,nan,,1,web,angel,1
1.0,2,5750000.0,1.0,0,nan,750000.0,1,web,angel,0
1.0,4,435000.0,,0,nan,20000.0,1,social,angel,0
1.0,2,1750000.0,1.0,0,nan,750000.0,2,web,angel,0
2.0,1,3000000.0,1.0,0,nan,3000000.0,4,games_video,series-a,0
1.0,1,30000.0,1.0,0,nan,30000.0,1,social,angel,0
13.0,7,31361000.0,1.0,0,nan nan,6116000.0,0,web,series-b,0
5.0,1,350000.0,3.0,0,"Greg Hintz joins as General Manager Yidio Launches TV Alerts for Facebook, Twitter and Email",350000.0,5,games_video,angel,0
2.0,1,850000.0,2.0,0,nan,850000.0,1,web,angel,0
14.0,4,124309780.0,3.0,0,Yodlee named in Lead411's Hottest Silicon Valley Companies list,6000000.0,3,ecommerce,venture,1
,1,1000000.0,1.0,0,nan,1000000.0,2,mobile,angel,0
6.0,2,25000000.0,4.0,0,Yola (Previously SynthaSite) has raised $20m in Series B Finance SynthaSite Rebrands As Yola For Global Appeal SynthaSite Rebrands As Yola For Global Appeal Yola reaches 2 million user mark ,5000000.0,1,web,series-a,0
10.0,1,12500000.0,3.0,0,"Dilawar Syed, formerly with Yahoo!, joins as new CEO",12500000.0,2,web,venture,0
4.0,2,5450000.0,3.0,0,nan,2200000.0,1,web,series-a,0
1.0,1,100000.0,1.0,0,nan,100000.0,0,web,angel,0
5.0,3,42000000.0,2.0,0,nan,10000000.0,3,software,series-b,0
1.0,1,1115000.0,1.0,0,nan,1115000.0,0,games_video,angel,0
2.0,1,3000000.0,3.0,0,Public launch of feature preview and now accepting invite requests to access our private launch.,3000000.0,5,web,series-a,0
6.0,7,12655000.0,3.0,0,"YouMail Digital Secretary Reaches 15 Million Unique Monthly Callers  With 1 Billion Calls Under Their Belt, YouMail Surpasses 2 Million Users YouMail Hits 3 Million Downloads, Gets Backed By CrunchFund And Tech Coast Angels",1900000.0,1,messaging,series-a,0
3.0,1,1300000.0,,0,nan,1300000.0,0,web,angel,0
3.0,1,,2.0,0,nan,,3,analytics,series-a,0
4.0,1,200000.0,,0,nan,200000.0,0,web,angel,0
1.0,1,1800000.0,2.0,0,nan,1800000.0,10,web,series-a,0
6.0,1,1500000.0,,0,nan,1500000.0,0,software,series-a,0
7.0,1,250000.0,2.0,0,nan,250000.0,0,web,angel,0
0.0,3,,3.0,0,"Invention of idea of self-visualization Initial Concept Draft Prepared and Presented to Angel Investors Second round of Concept presentation to Angel Investors in January Angel Investors agrees to finance the â€œTag7â€? product Whole team is formed Concept Development, Idea Enrichment and Product Architecture starts Design process is launched with Italian Design Company, based in Florence Youtego name is formed Youtego receives second round of Angel financing Youtego LLC is formed in Delaware, US Youtego LLC receives non-provisional patent from US Patent and Trademark Office Youtego.com and Blog.youtego.com are lunched! Youtego and Tego trademarks are copyrighted Youtego Private Beta Released! Youtego receives third round of Angel financing Youtego is mentioned in Press for first time Youtego is open for Beta! Integration with Facebook, Twitter ",,0,web,angel,0
5.0,1,1500000.0,1.0,0,nan,1500000.0,1,mobile,series-a,0
1.0,1,160000.0,1.0,0,nan,160000.0,0,web,angel,0
1.0,1,50000.0,2.0,0,nan,50000.0,1,social,angel,0
2.0,2,15150000.0,2.0,0,nan,1000000.0,8,ecommerce,angel,0
2.0,2,10000000.0,,0,nan,7000000.0,0,software,series-a,0
8.0,1,4100000.0,1.0,0,nan,4100000.0,2,ecommerce,series-b,0
1.0,1,1300000.0,2.0,0,nan,1300000.0,1,social,venture,1
1.0,2,1200000.0,3.0,0,Launch of Developer Platfrom,,1,software,angel,0
,1,250000.0,,0,nan,250000.0,0,mobile,other,0
,1,196300.0,1.0,0,nan,196300.0,0,games_video,series-a,0
14.0,2,46000000.0,4.0,0,Zazzle Launches in Japan Zazzle named in Lead411's Hottest Silicon Valley Companies list ,16000000.0,2,ecommerce,series-a,0
3.0,2,1256139.0,2.0,0,nan,500000.0,11,games_video,angel,0
14.0,4,44000000.0,6.0,0,"Zend Announces Zend Server Cluster Manager General Availability  Zend Announces Unlimited Subscription Offer Zend Framework is enabling developers to build PHP applications for the cloud. Businesses Benefit from Cloud Economics, Out-of-the-box Scalable and Manageable PHP, Freedom to Leverage Cloud Infrastructure and Services of Choice Zend Studio 8 provides VMware Workstation integration, as well as faster coding and simpler debugging of PHP and JavaScript apps. From Apple to LinkedIn to Zend, InternetNews.com named the top 10 most visionary tech CEOs in 2010, including Zend CEO Andi Gutmans.  Zend and NIIT Forge Alliance to Launch Global PHP Training and Certification Program",8000000.0,4,software,series-c+,1
6.0,5,85500000.0,3.0,0,nan,500000.0,1,software,angel,1
7.0,1,1000000.0,3.0,0,"Launch of zMART (Zenitum Mobile AR Tool) SDK for iPhone Slin'Gooz, a social mobile AR serivce lets you create own AR contents and share them instantly.",1000000.0,1,software,series-a,0
2.0,2,6100000.0,2.0,0,nan,,1,software,angel,0
